iter	Logloss
237	0.0005926629099
238	0.0005926565053
239	0.00059265143
240	0.00059265143
241	0.0005926475631
242	0.0005926444817
243	0.0005926444817
244	0.000582571629
245	0.0005825668558
246	0.0005825771877
247	0.0005825756168
248	0.0005825756168
249	0.0005825661308
250	0.0005825643786
251	0.0005825578532
252	0.0005825512674
253	0.0005825526571
254	0.0005825526571
255	0.0005825533821
256	0.0005825498173
257	0.0005825440774
258	0.0005825544697
259	0.0005825364644
260	0.0005825310266
261	0.0005825310266
262	0.0005825350747
263	0.0005825318725
264	0.0005825387604
265	0.0005825403313
266	0.0005825403313
267	0.0005825286702
268	0.0005825286702
269	0.0005825249845
270	0.0005825165257
271	0.000582500031
272	0.0005824968891
273	0.0005824945327
274	0.0005824876448
275	0.0005740162327
276	0.0005740098886
277	0.0005740092844
278	0.0005740092844
279	0.0005740022756
280	0.0005740022756
281	0.0005740034236
282	0.0005739960523
283	0.0005739975024
284	0.0005739935147
285	0.0005739874122
286	0.000573990252
287	0.0005739770803
288	0.0005739689236
289	0.0005739728509
290	0.0005739678964
291	0.0005739710383
292	0.000573969709
293	0.0005739695882
294	0.000573961371
295	0.0005739561749
296	0.0005739651775
297	0.0005739651775
298	0.0005739651775
299	0.0005739510996
300	0.0005739510996
301	0.0005739588938
302	0.0005739479577
303	0.0005739506162
304	0.0005739399822
305	0.0005739407073
306	0.0005739449367
307	0.0005739229437
308	0.000573930315
309	0.0005739338194
310	0.0005739338194
311	0.0005739338194
312	0.0005739338194
313	0.0005739177476
314	0.0005739270523
315	0.0005739270523
316	0.0005739175059
317	0.0005739175059
318	0.0005739175059
319	0.0005739100138
320	0.0005739100138
321	0.0005739100138
322	0.0005739155724
323	0.0005739137598
324	0.0005739087449
325	0.0005739176872
326	0.0005739043343
327	0.0005739043343
328	0.000573903428
329	0.000573903428
330	0.0005739032467
331	0.0005739062073
332	0.0005738988964
333	0.0005738971442
334	0.0005738871749
335	0.000573894667
336	0.000573894667
337	0.0005738884437
338	0.0005738825829
339	0.0005738704385
340	0.0005738704385
341	0.0005738704385
342	0.0005738738824
343	0.0005738708614
344	0.0005738783535
345	0.0005738684446
346	0.0005738654236
347	0.0005738654236
348	0.000573853702
349	0.000573853702
350	0.000573853702
351	0.000573853702
352	0.0005738660278
353	0.0005738672966
354	0.0005738672966
355	0.0005738556355
356	0.0005738556355
357	0.0005738561188
358	0.0005738561188
359	0.0005738425847
360	0.0005738408325
361	0.0005738318299
362	0.0005738341258
363	0.0005738312861
364	0.0005738132808
365	0.0005738191416
366	0.0005738168456
367	0.0005738195041
368	0.0005738195041
369	0.0005738175707
370	0.0005738093535
371	0.0005738158789
372	0.0005738158789
373	0.0005738158789
374	0.0005738043991
375	0.0005738002905
376	0.0005737964236
377	0.0005738012572
378	0.0005738012572
379	0.000573787723
380	0.0005738035532
381	0.0005737833728
382	0.0005737787808
383	0.0005737844603
384	0.0005737727388
385	0.000573782829
386	0.0005737760015
387	0.0005737782371
388	0.0005737782371
389	0.0005737782371
390	0.0005737714096
391	0.0005737714096
392	0.0005737682073
393	0.0005737663343
394	0.0005737637966
395	0.000573765005
396	0.0005737624674
397	0.0005737501416
398	0.0005737501416
399	0.0005737456705
400	0.0005737408369
401	0.0005737447038
402	0.0005737390243
403	0.0005737361241
404	0.000573727061
405	0.0005737310488
406	0.0005737310488
407	0.0005737310488
408	0.0005737280278
409	0.0005737243421
410	0.000573721442
411	0.0005737207169
412	0.0005737112309
413	0.0005737166687
414	0.0005737121372
415	0.0005737216232
416	0.0005737105059
417	0.0005737105059
418	0.0005737098413
419	0.0005737086328
420	0.0005737086328
421	0.0005737066994
422	0.0005737044638
423	0.0005736973947
424	0.0005736880899
425	0.0005736880899
426	0.0005736880899
427	0.0005736960654
428	0.000573689963
429	0.0005736818666
430	0.0005736840418
431	0.0005736755829
432	0.000573679329
433	0.000573679329
434	0.0005736844647
435	0.0005736775768
436	0.0005736775164
437	0.0005736775164
438	0.0005736775164
439	0.0005736643448
440	0.0005736643448
441	0.0005736572152
442	0.0005736541337
443	0.0005736541337
444	0.0005736578194
445	0.0005736522607
446	0.0005736528045
447	0.0005736518982
448	0.0005736518982
449	0.0005736553421
450	0.0005736384849
451	0.0005736420497
452	0.0005736420497
453	0.0005736420497
454	0.0005736453728
455	0.0005736367931
456	0.0005736367931
457	0.0005736431976
458	0.0005736382432
459	0.0005736472458
460	0.0005736338929
461	0.0005736338929
462	0.0005736338929
463	0.0005736295426
464	0.0005736212651
465	0.0005736212651
466	0.0005736212651
467	0.0005736122624
468	0.0005736254341
469	0.0005736214463
470	0.0005736064017
471	0.0005736228964
472	0.0005736088789
473	0.0005736099665
474	0.0005736099665
475	0.0005736017493
476	0.0005736017493
477	0.0005736017493
478	0.0005736036828
479	0.0005735919008
480	0.0005735838045
481	0.0005735789104
482	0.0005735789104
483	0.0005735905111
484	0.0005735907528
485	0.0005735806022
486	0.0005735812064
487	0.0005735812064
488	0.0005735812064
489	0.0005735839857
490	0.0005735732309
491	0.000573571237
492	0.0005735632011
493	0.0005735620532
494	0.0005735621136
495	0.0005735619927
496	0.0005735589717
497	0.0005735529297
498	0.0005735529297
499	0.0005735483982
500	0.0005735437458
501	0.0005735380663
502	0.0005735436854
503	0.0005735320243
504	0.0005735349244
505	0.0005735300908
506	0.0005735243509
507	0.0005735215111
508	0.0005735199402
509	0.0005735171609
510	0.0005735171609
511	0.0005735126898
512	0.0005735073123
513	0.0005735146232
514	0.0005735120251
515	0.000573507554
516	0.000573507554
517	0.0005735028412
518	0.000573492751
519	0.000573492751
520	0.000573492751
521	0.000573492751
522	0.000573492751
523	0.0005735010891
524	0.0005734963763
525	0.0005734866486
526	0.0005734832046
527	0.0005734769209
528	0.0005734679183
529	0.0005734719665
530	0.0005734766792
531	0.0005734574656
532	0.0005734699726
533	0.0005734603053
534	0.0005734603053
535	0.0005734603053
536	0.0005734470733
537	0.0005734470733
538	0.0005734452607
539	0.0005734418771
540	0.0005734386144
541	0.0005734296118
542	0.0005734296118
543	0.0005734331766
544	0.0005734331766
545	0.0005734291889
546	0.0005734284638
547	0.0005734284638
548	0.0005734140838
549	0.0005734149297
550	0.0005734168027
551	0.0005734035707
552	0.0005734035707
553	0.0005734032081
554	0.0005734032081
555	0.0005734032081
556	0.0005734032081
557	0.0005734034498
558	0.0005734034498
559	0.0005733969244
560	0.0005733969244
561	0.0005733969244
562	0.0005733969244
563	0.0005733922116
564	0.0005733922116
565	0.0005733922116
566	0.0005733922116
567	0.0005733922116
568	0.0005733922116
569	0.0005733826652
570	0.0005733826652
571	0.0005733796442
572	0.0005733734813
573	0.0005733734813
574	0.0005733725146
575	0.0005733725146
576	0.0005733598263
577	0.0005733598263
578	0.0005733638141
579	0.0005733638141
580	0.0005733638141
581	0.0005733545094
582	0.0005733545094
583	0.0005733429087
584	0.0005733429087
585	0.0005733429087
586	0.0005733519717
587	0.0005733378938
588	0.000573330885
589	0.0005733366249
590	0.0005733281661
591	0.0005733281661
592	0.0005733294349
593	0.0005733294349
594	0.0005733294349
595	0.0005733241179
596	0.0005733178342
597	0.0005733131819
598	0.0005733033333
599	0.0005733033333
600	0.0005733036354
601	0.000573298681
602	0.000573298681
603	0.0005732942703
604	0.0005732897388
605	0.0005732897388
606	0.0005732853281
607	0.0005732853281
608	0.0005732853281
609	0.0005732822467
610	0.0005732798298
611	0.000573266477
612	0.0005732773526
613	0.000573258441
614	0.000573258441
615	0.0005732598307
616	0.0005732520365
617	0.0005732430943
618	0.0005732430943
619	0.0005732355417
620	0.0005732355417
621	0.0005732337896
622	0.0005732346959
623	0.00057322666
624	0.0005732261162
625	0.0005732121591
626	0.0005732121591
627	0.0005732056337
628	0.0005731992896
629	0.0005731992896
630	0.0005731958456
631	0.0005731916162
632	0.0005731972353
633	0.0005731972353
634	0.000573188716
635	0.0005731861783
636	0.0005731719192
637	0.0005731680523
638	0.0005731680523
639	0.0005731680523
640	0.0005731609227
641	0.0005731528263
642	0.0005731645479
643	0.0005731521013
644	0.000573145153
645	0.000573145878
646	0.0005731361503
647	0.0005731361503
648	0.0005731380838
649	0.0005731380838
650	0.0005731210452
651	0.0005731393526
652	0.0005731209244
653	0.0005731111363
654	0.0005731163929
655	0.0005731163929
656	0.0005731072694
657	0.0005731045505
658	0.0005730998981
659	0.0005730953062
660	0.0005730936144
661	0.0005730934936
662	0.0005730736757
663	0.0005730740987
664	0.0005730622563
665	0.0005730614104
666	0.0005730705339
667	0.0005730614708
668	0.0005730614708
669	0.0005730614708
670	0.0005730622563
671	0.0005730582685
672	0.0005730515015
673	0.0005730418946
674	0.0005730385715
675	0.0005730307773
676	0.0005730224393
677	0.0005730269104
678	0.0005730203246
679	0.0005730110803
680	0.0005730061862
681	0.0005730072134
682	0.0005730051591
683	0.0005729971836
684	0.0005729902353
685	0.0005729853412
686	0.0005729809909
687	0.0005729741634
688	0.0005729702361
689	0.0005729547081
690	0.0005729547081
691	0.0005729626232
692	0.0005729484244
693	0.0005729587563
694	0.0005729504183
695	0.0005729455242
696	0.0005729472764
697	0.0005729417177
698	0.0005729447388
699	0.0005729389384
700	0.0005729389384
701	0.0005729356757
702	0.0005729414156
703	0.0005729257668
704	0.0005729250417
705	0.0005729309629
706	0.0005729214769
707	0.0005729218395
708	0.0005729266731
709	0.0005729135619
710	0.0005729144682
711	0.0005729144682
712	0.0005729115076
713	0.000572908124
714	0.000572908124
715	0.000572908124
716	0.0005729111451
717	0.0005729021424
718	0.0005729106617
719	0.0005728885479
720	0.0005728994235
721	0.0005728926564
722	0.0005728980338
723	0.0005728916293
724	0.0005728785181
725	0.0005728734428
726	0.0005728734428
727	0.0005728782764
728	0.0005728773097
729	0.0005728749533
730	0.0005728782764
731	0.0005728650444
732	0.0005728712676
733	0.000572876343
734	0.0005728674612
735	0.000572865709
736	0.0005728535041
737	0.0005728625671
738	0.0005728499997
739	0.0005728625671
740	0.0005728625671
741	0.0005728530811
742	0.0005728556188
743	0.0005728512685
744	0.0005728477037
745	0.0005728350155
746	0.0005728329612
747	0.0005728359822
748	0.0005728327195
749	0.0005728265566
750	0.0005728336862
751	0.0005728316319
752	0.0005728370697
753	0.0005728370697
754	0.0005728243815
755	0.0005728243815
756	0.0005728259524
757	0.0005728228105
758	0.0005728108473
759	0.0005728151976
760	0.0005728151976
761	0.0005728105452
762	0.0005728081888
763	0.0005728101223
764	0.000572797434
765	0.0005727973132
766	0.0005727977361
767	0.0005727974944
768	0.0005727843228
769	0.000572802751
770	0.0005727926004
771	0.0005727897002
772	0.0005727865584
773	0.0005727938088
774	0.0005727777974
775	0.0005727796704
776	0.0005727817247
777	0.000572774293
778	0.000572762934
779	0.0005727656529
780	0.0005727663176
781	0.0005727619673
782	0.0005727619673
783	0.0005727579191
784	0.000572754596
785	0.0005727478894
786	0.000572741364
787	0.0005727434787
788	0.0005727492186
789	0.0005727417869
790	0.0005727431161
791	0.0005727449288
792	0.0005727413035
793	0.0005727365908
794	0.000572734899
795	0.0005727365303
796	0.0005727276485
797	0.0005727194314
798	0.0005727150207
799	0.0005727148999
800	0.0005727113955
801	0.0005726984655
802	0.0005727123622
803	0.0005727112142
804	0.0005727013657
805	0.0005726956862
806	0.0005726983447
807	0.0005726947195
808	0.0005726918193
809	0.0005726822125
810	0.0005726910338
811	0.0005726863815
812	0.0005726903692
813	0.0005726832396
814	0.0005726832396
815	0.0005726804603
816	0.0005726691617
817	0.0005726717598
818	0.0005726717598
819	0.0005726692825
820	0.0005726643281
821	0.0005726701888
822	0.0005726701888
823	0.000572658709
824	0.0005726626967
825	0.0005726533316
826	0.0005726495251
827	0.0005726421538
828	0.0005726483771
829	0.0005726508543
830	0.0005726546608
831	0.0005726294655
832	0.0005726384077
833	0.0005726356888
834	0.0005726327282
835	0.0005726330303
836	0.0005726293447
837	0.0005726201608
838	0.0005726091643
839	0.0005726153272
840	0.0005726153272
841	0.0005726188316
842	0.0005726205233
843	0.0005726049349
844	0.0005726049349
845	0.0005726044515
846	0.0005726005846
847	0.0005726005846
848	0.0005726051766
849	0.0005726065058
850	0.000572595328
851	0.0005726019743
852	0.0005725956906
853	0.0005725956906
854	0.0005725914007
855	0.0005725864463
856	0.0005725899506
857	0.0005725915216
858	0.0005725839086
859	0.0005725839086
860	0.0005725846941
861	0.0005725759331
862	0.0005725745435
863	0.0005725745435
864	0.0005725798
865	0.0005725690452
866	0.0005725592571
867	0.0005725756914
868	0.0005725689244
869	0.0005725574445
870	0.0005725564778
871	0.0005725626407
872	0.0005725626407
873	0.0005725564174
874	0.000572552913
875	0.0005725489252
876	0.0005725462063
877	0.0005725427624
878	0.0005725369016
879	0.0005725369016
880	0.0005725338202
881	0.0005725340014
882	0.000572528624
883	0.000572528624
884	0.0005725325513
885	0.0005725321888
886	0.0005725207694
887	0.0005725273552
888	0.0005725333972
889	0.0005725242133
890	0.0005725163587
891	0.0005725171442
892	0.0005725075373
893	0.0005725109813
894	0.0005725144252
895	0.0005725052414
896	0.0005724976284
897	0.0005724984743
898	0.0005724984743
899	0.0005725008911
900	0.0005724936407
901	0.0005724936407
902	0.0005725028245
903	0.0005724912843
904	0.0005724914655
905	0.0005724840338
906	0.0005724815566
907	0.000572481617
908	0.0005724730977
909	0.0005724733394
910	0.0005724788981
911	0.0005724723123
912	0.0005724687475
913	0.0005724610741
914	0.0005724610741
915	0.000572452434
916	0.0005724673578
917	0.0005724627659
918	0.000572449413
919	0.0005724496547
920	0.0005724496547
921	0.0005724486275
922	0.0005724509839
923	0.0005724440356
924	0.0005724485671
925	0.0005724339454
926	0.0005724374498
927	0.0005724427667
928	0.0005724348517
929	0.0005724282054
930	0.0005724216196
931	0.0005724217405
932	0.0005724292326
933	0.0005724292326
934	0.000572422103
935	0.0005724217405
936	0.0005724121941
937	0.0005724042186
938	0.0005724101398
939	0.0005724024664
940	0.0005723937054
941	0.0005723937054
942	0.0005723907448
943	0.0005723789629
944	0.0005723810172
945	0.0005723810172
946	0.0005723700811
947	0.0005723669997
948	0.0005723673622
949	0.0005723668788
950	0.0005723553385
951	0.0005723636161
952	0.0005723544322
953	0.0005723458525
954	0.0005723509279
955	0.0005723472422
956	0.0005723456109
957	0.0005723456109
958	0.0005723434357
959	0.0005723370916
960	0.0005723383604
961	0.0005723370312
962	0.00057233111
963	0.0005723262764
964	0.0005723220469
965	0.0005723220469
966	0.0005723346144
967	0.0005723313517
968	0.0005723326809
969	0.0005723260347
970	0.0005723228928
971	0.00057231673
972	0.0005723097212
973	0.0005723103254
974	0.000572300779
975	0.0005723082711
976	0.0005723080899
977	0.0005722956433
978	0.0005722973955
979	0.0005722934077
980	0.0005722934077
981	0.0005722903263
982	0.0005722953412
983	0.0005722833779
984	0.0005722883324
985	0.0005722883324
986	0.0005722827737
987	0.0005722802361
988	0.0005722787256
989	0.0005722772151
990	0.0005722709918
991	0.0005722733482
992	0.0005722613849
993	0.0005722474278
994	0.0005722474278
995	0.0005722512343
996	0.0005722526844
997	0.0005722493009
998	0.0005722433797
999	0.0005722312956
